Valor do Pedido (R$),Número de Itens,Tempo no Site (min),Região
147.66932288067932,9,12.717421935997264,Sul
232.10601042771776,4,10.94599945778806,Norte
191.35191314216664,3,5.205918754802994,Sudeste
144.39675126690554,2,10.125380410503208,Sul
198.9648609197367,7,10.628427371712256,Norte
109.32391129697064,1,12.874398096060023,Norte
210.17609466487954,7,14.313152287372386,Sul
226.5937021512298,8,10.563717422098295,Sudeste
149.1488268395384,1,11.641182598977917,Sudeste
107.59747288347572,9,10.988821691640673,Centro-Oeste
208.62745367538542,9,13.292283381134002,Norte
239.3100766590759,3,11.899176013676085,Sul
196.4264985147933,7,6.635984195957497,Nordeste
241.8174385308836,4,14.946469499719436,Sul
190.08855554972402,9,2.3007273347642916,Norte
195.38637178536965,5,10.790870084804574,Sul
243.5362939331263,6,2.6806991991154234,Sudeste
158.0403760077458,8,7.6584642196455075,Sudeste
241.16276871048984,6,14.39312271433225,Sudeste
235.08761810144046,4,12.254385321043685,Norte
229.91802563822196,3,7.28789420487073,Sudeste
174.60025137884074,2,12.675454247835207,Nordeste
206.8069058230687,7,3.409678251602938,Centro-Oeste
125.39427038671809,9,5.938364171040414,Sul
230.58327682977415,4,14.433899753603123,Centro-Oeste
268.4763793673908,8,13.046418116723626,Nordeste
114.86342915156396,6,14.077524567061117,Norte
174.06095116368664,7,12.530690108206905,Sul
138.2648384340485,3,6.091615763821244,Sudeste
55.9502705223461,7,5.7295986265582615,Centro-Oeste
199.2138358249928,9,13.732613901086062,Centro-Oeste
115.36576757085474,1,8.247057054636052,Nordeste
169.0182673254768,3,10.82301259546833,Sudeste
243.7162584180933,4,6.740009078518617,Norte
285.9759504737773,6,2.8110963004124603,Norte
201.71450444974684,8,13.307044456615511,Sudeste
157.57828445716618,1,6.919796723084637,Centro-Oeste
213.44156817043103,1,11.970186480923847,Sudeste
112.93113991239314,2,8.45511252770783,Sul
206.3246495056635,8,5.590824798824125,Centro-Oeste
192.26029518749965,6,12.696216638867273,Nordeste
240.34704450081048,5,2.754906690850492,Norte
155.4344682786459,8,6.536619423838801,Sudeste
196.7721609264537,9,7.709220905655823,Sul
193.18683525569878,1,8.295710982817926,Sudeste
191.30530783933722,3,6.874950429006087,Centro-Oeste
266.08165305347705,9,13.717155638385977,Norte
121.5718794277708,5,9.180624325000867,Norte
171.0680445062834,7,14.58214156528523,Sudeste
221.80030549740738,6,5.108164586960088,Sudeste
162.35455979108616,2,5.9586219811177665,Sudeste
153.7948894741922,2,10.359731761716057,Centro-Oeste
78.14734340540596,7,3.2802802718242665,Centro-Oeste
120.59547468545115,9,2.716715633421063,Sudeste
153.59947496860912,1,13.754036918727072,Sudeste
172.34167398365477,6,12.283575139373427,Centro-Oeste
189.37246040167625,6,9.90702710314985,Norte
163.32550830832946,3,3.389344263731943,Sul
218.536446270667,3,14.3830388661855,Centro-Oeste
251.5451298083232,8,9.530498716846523,Nordeste
215.19966681210533,2,9.361486416044249,Sudeste
228.65484071886482,4,3.997890650071085,Norte
139.07061177375255,8,4.15442194289943,Sudeste
161.42645523153695,2,13.128696347546997,Sudeste
182.37453995505015,1,12.778048370887328,Centro-Oeste
371.8724472921115,7,7.812029672267835,Centro-Oeste
217.88502697535392,9,6.952194482897454,Sudeste
211.23169306991005,4,5.129275023965781,Nordeste
215.8659776606856,3,4.821521555298249,Nordeste
189.38741132334613,6,6.149658920502522,Sul
184.3212897853291,3,14.714018165529886,Sudeste
281.4867871405189,8,8.07533666379572,Sul
208.6712443179677,8,9.479981115474146,Centro-Oeste
205.72449463958017,3,3.773696307055117,Nordeste
204.40316782644166,1,10.588270174441366,Norte
215.1976768804181,1,12.111537738240447,Sul
181.02511876694265,3,11.547981437277194,Sul
155.4812699157668,5,9.328813964502533,Sudeste
244.42596474070572,9,9.222348279412216,Centro-Oeste
242.8935111028475,9,9.762468802453501,Centro-Oeste
238.42043663414373,5,2.503476334014021,Sul
230.1798142045838,1,10.959139436558184,Centro-Oeste
212.93323668664888,9,13.472529987955184,Norte
102.4965512223824,4,4.8674083671374415,Sudeste
168.00772704763955,5,8.710905655184028,Sudeste
179.3348631057251,8,2.6965143428859184,Norte
211.57802283639006,6,4.8613232432681555,Nordeste
163.50009961562083,6,6.125579797137349,Sul
280.89820737071574,9,5.32941851654372,Sul
124.14865056340177,8,4.618494307437078,Norte
222.80013818029718,5,5.353122811303956,Centro-Oeste
156.98701196596903,1,4.877877854655338,Norte
147.04717568745298,4,13.784332077194714,Nordeste
162.88121219427273,2,9.982928866290415,Nordeste
190.6803201282181,9,10.771915125547281,Sudeste
183.66414145639294,3,4.055815439856457,Norte
240.21628533682755,9,9.784033607727446,Sul
210.39881494330888,5,11.094698429254562,Nordeste
198.09314789846172,6,10.12222215458803,Norte
246.01380766136674,7,14.775173306796784,Sudeste
172.80648577005198,3,14.944012414397772,Sul
293.41284828333204,1,2.6194091345628046,Norte
288.46749795853225,8,11.742526750841131,Centro-Oeste
177.50299176455283,4,7.518399419049718,Sul
133.01296925326204,7,13.146214607526941,Norte
247.42202202684194,5,5.910499624074295,Nordeste
276.39177515416475,1,12.91736751378307,Centro-Oeste
187.15323696933896,9,5.868814222657031,Norte
130.25572810067763,2,9.262146213001156,Norte
204.1362141920595,2,4.151626796745576,Sudeste
186.99036114331668,1,12.669260404673645,Sul
222.24036784466415,4,8.173853521981403,Sudeste
244.3648951806245,9,3.3335742817493363,Nordeste
134.86911510847227,6,6.49462920158658,Centro-Oeste
191.65871625989402,7,10.746930629611475,Sul
114.70891872271397,9,12.983336913043313,Centro-Oeste
188.9815626155542,7,5.432881550788727,Sudeste
227.31381284233197,3,9.437373683852183,Norte
241.00043550946205,8,2.1913763295674773,Centro-Oeste
184.81852285376206,6,12.147693410187372,Sul
287.08755477760394,4,5.004966143684634,Sul
243.8018166768187,4,3.402432678335355,Norte
239.75586965521333,6,10.012696838293895,Norte
180.42213205870675,8,13.174889286689886,Sudeste
143.69250861902472,1,13.694475914426006,Centro-Oeste
288.0508742459532,4,2.1119566748470313,Nordeste
250.0278953515412,5,7.026469284750365,Centro-Oeste
94.00272503403238,8,13.912523372435011,Norte
295.40794478175087,9,5.322212461837385,Nordeste
147.37609760220465,4,5.315254314264541,Norte
204.06615502836382,8,13.304165103631274,Nordeste
247.3541339853862,9,10.453733483625472,Centro-Oeste
173.31416302192306,9,10.782486262703301,Sul
200.6798229623318,7,3.0784134972212853,Norte
128.0809781554609,8,13.707178014120148,Norte
250.66348884872704,9,8.15805012668013,Norte
180.9687589063828,4,3.0233393089822034,Sudeste
215.28182226685877,3,11.948613441802783,Nordeste
259.49891109704583,2,11.096787626651231,Sul
224.0747378383633,7,11.200514362552896,Nordeste
241.76215393915277,1,3.226901470404973,Centro-Oeste
261.30485207264707,3,4.023719017692403,Sudeste
286.08464146482623,9,8.165307133852185,Norte
189.43111952593424,5,6.112589465685765,Nordeste
139.20085225065185,5,5.625795089052749,Norte
231.9863200223807,6,8.887591688482633,Norte
137.62449529784084,2,14.9583868184542,Sul
201.5688479398288,5,8.165242399151747,Norte
227.78844972375686,4,12.987556723268108,Sul
277.8150423078901,3,5.750961172128466,Sudeste
264.20413477732654,6,10.928589556831652,Sudeste
173.73711744373927,8,8.062796833648722,Sudeste
322.61768995577995,8,13.645801463230814,Nordeste
114.68364640611857,7,10.734192273029578,Sudeste
222.50300869057025,8,3.3130986251201855,Sul
147.8929845738013,7,3.443310620124638,Sudeste
126.16277835206373,3,13.646681983084282,Sul
174.06492927024698,2,14.689161817580699,Centro-Oeste
199.12237869822602,7,14.389280417180839,Sudeste
297.5510611412276,7,14.116888243043928,Sul
218.40488578756597,1,14.891823356113004,Sudeste
151.18503627437428,4,7.6453672904754715,Norte
217.71542658918156,5,10.046637136928238,Centro-Oeste
168.05245700823008,5,13.835704037711045,Centro-Oeste
187.66407978147035,3,8.652095505567452,Norte
174.43974345737254,3,6.056266671586872,Centro-Oeste
183.4926054232666,6,5.155566124268621,Centro-Oeste
127.49113784981529,1,10.005266040611271,Sudeste
198.8008574902927,4,12.542875568387911,Sul
54.388156142925226,6,5.52325060702412,Sudeste
180.24066935053054,2,3.593142515061214,Norte
229.83747835505417,7,4.9255377885803275,Centro-Oeste
108.58237220786258,3,10.080336089560175,Norte
56.80277597395076,7,14.328598490827053,Norte
234.62356239869774,6,6.872337048705431,Norte
260.4651507987682,4,6.558353497393091,Nordeste
233.26979413897277,6,4.593584024517616,Nordeste
169.24663579424995,3,14.693665106916269,Nordeste
193.9053675104675,9,8.858436313316213,Centro-Oeste
220.69705885626715,8,11.411240696823317,Centro-Oeste
142.73687697699262,4,13.281761615318729,Norte
197.90609438812743,8,8.74067158102681,Sudeste
217.59792648453978,1,11.705063084800674,Centro-Oeste
74.49947801166708,8,6.466248098102886,Centro-Oeste
194.01985677604995,4,13.074387730072853,Norte
221.67246137627097,7,5.490245317005284,Norte
178.51758625955307,5,4.265061348128392,Norte
187.29709541857298,5,9.26426414964825,Norte
159.44632942978302,5,12.610044798099022,Sudeste
118.39735060981414,2,10.869719147218746,Norte
156.22328232526306,6,2.082751636518499,Centro-Oeste
217.5954866957122,4,11.277236343903194,Nordeste
253.78454781361677,9,3.9036557247980275,Centro-Oeste
222.86297164137272,7,12.967675830817734,Nordeste
241.14124303074038,4,5.698845400825338,Norte
175.72011853751096,4,12.433919482551495,Centro-Oeste
151.0141191565892,3,7.034851056919428,Centro-Oeste
192.48574360308206,9,9.01931284661087,Nordeste
297.77769731158753,4,7.041782512973023,Sul
170.94511899905183,2,6.782714225630606,Centro-Oeste
222.08294099971195,4,8.417078864932105,Centro-Oeste
124.88007176013934,7,5.006872077699225,Nordeste
116.35293430963087,1,5.146141278388349,Sul
244.8013506894745,3,5.700757224520701,Nordeste
176.67778532481023,2,2.9798777205829277,Nordeste
241.83246207437367,8,13.035454215949208,Sul
161.94518705470398,4,11.294363822157782,Centro-Oeste
217.34422924338685,6,10.986256941447747,Nordeste
177.12682386436285,3,3.8733187382284777,Sudeste
250.3886121979553,6,10.917594131153356,Sul
127.31063801375578,2,12.88641431696825,Nordeste
113.72591795018445,1,9.062195819510775,Sudeste
184.82379432999593,3,14.985259723023695,Norte
123.43752008367026,4,8.632922986365276,Sul
244.30832611526304,2,6.788156838260563,Centro-Oeste
199.92079842820954,4,9.970151862942767,Centro-Oeste
149.05564454498568,7,4.4255301632556625,Centro-Oeste
232.2129983270139,9,5.07912377386483,Sul
185.28593319625696,3,13.558800050139343,Norte
272.4055755210518,9,11.903959714693379,Norte
207.6780846733277,7,4.063393332359201,Sul
199.25838189031904,2,3.4042556375242405,Centro-Oeste
274.5488618311966,6,7.865416991267833,Centro-Oeste
220.57113049177158,9,6.082875464164839,Centro-Oeste
158.90801010374457,7,11.117994864093237,Norte
206.18737313638331,2,7.2518957100444945,Centro-Oeste
116.79346513883735,5,7.513499715249192,Nordeste
279.5978024399356,8,5.740022286266569,Centro-Oeste
313.5109524472243,5,7.932957058573777,Centro-Oeste
188.32077411683935,6,6.173134532947396,Norte
193.65658217427736,9,13.164181699548118,Nordeste
243.73241012004138,7,4.506016293772843,Norte
205.17499789198237,3,12.698662836609875,Sudeste
247.15935601038174,3,8.792057998398025,Centro-Oeste
209.75686926488555,6,11.046704444775669,Centro-Oeste
200.40191886492573,2,14.970235251039288,Sudeste
149.78766064130744,6,13.218155201796632,Sul
209.1304853316155,7,14.703699398322021,Norte
272.2332374040052,3,10.023072818855686,Nordeste
210.7166533921345,1,6.88683103772838,Sul
214.8949754444748,7,9.279373666193512,Sudeste
294.79291422903555,7,14.044996262233129,Centro-Oeste
179.84151876877127,8,10.495934068566495,Sul
212.19275147141036,4,5.805830155693715,Norte
160.2105851049218,5,2.2801095292510336,Nordeste
172.94226429158385,2,11.784334754926775,Nordeste
189.3741965737511,5,8.163298400002272,Sudeste
203.42009847795498,2,14.133131121157518,Nordeste
195.93114831414164,4,4.130592922396671,Norte
238.4779742906698,7,13.136817786098645,Centro-Oeste
212.38288002791595,3,7.685962248316444,Sul
144.6482224855019,3,3.9115326845547065,Sul
220.5226542284787,2,5.2526960942053815,Norte
216.78079416393308,5,14.065355171140418,Sudeste
163.34134389281172,7,14.235705801548736,Sudeste
165.52164587541472,8,4.900162102895394,Sul
145.37522795940524,3,9.472569017346485,Sudeste
210.9392013161252,5,3.602820738546202,Norte
150.86104090934006,5,9.122420009329426,Sudeste
155.90349745501402,6,14.178626649667954,Sul
223.44565636759,5,7.933325253386,Norte
198.99737439901315,8,9.111295586326946,Sul
285.58858812019827,6,6.791249645564645,Nordeste
167.21942973713928,7,2.164634159531941,Nordeste
206.38954388002438,7,12.123959051887216,Sul
277.5702141136608,1,9.720717659677021,Norte
258.01725596669473,1,9.764398039543682,Nordeste
210.61441599319005,2,11.05291388556077,Sul
254.95701775252542,5,10.125445242274534,Centro-Oeste
257.8131289980679,3,13.976144857373756,Centro-Oeste
211.25610888018886,1,13.802031561609182,Sul
228.59793012522204,5,5.221028254195646,Sul
204.4070026548561,6,8.261013559579443,Norte
192.00651997578302,9,2.9047036621263738,Nordeste
120.45423194902635,8,6.66653136849154,Norte
191.49744145730415,1,12.660245335334114,Sul
184.73286400623746,8,2.2063783469978357,Norte
175.27093923557277,6,2.33528849537893,Sudeste
210.0827571288858,4,10.894431411576626,Sul
230.69820026682478,7,11.703614911273542,Sul
245.78786061097423,1,14.74338627191484,Norte
208.00727471911523,6,2.583668967386518,Sudeste
158.6121307253923,6,4.294084078347798,Sudeste
224.41144794379068,7,13.852194051341932,Nordeste
201.4169754073516,4,4.1914017385209785,Centro-Oeste
229.85550151120904,5,8.064352675134934,Sudeste
199.08099770633706,5,7.26080765682245,Centro-Oeste
184.1395618014746,6,14.4949473627841,Sudeste
153.57377068699822,1,13.463661075074228,Nordeste
215.11062228200277,9,5.058811425385924,Norte
172.30524027614132,3,4.971661776159489,Norte
155.23751524855163,8,2.240398285107332,Norte
159.73823618453395,5,5.3975528968930275,Nordeste
266.87968789718144,6,14.398631662138234,Sudeste
185.34470179685064,3,12.480669494640205,Centro-Oeste
159.21312814868293,6,5.4275256525010676,Sudeste
130.77648032730878,1,12.790077243148515,Sudeste
258.20773003802066,3,6.896144515539029,Norte
254.87659875508623,1,11.570303281327536,Sul
203.46649579636826,7,10.45625997859569,Sudeste
181.69380819204824,7,7.942629269459657,Nordeste
210.64685735602268,7,4.826929954276066,Sul
222.83336075155515,5,5.488766131032377,Nordeste
149.33101328012617,5,8.138362714341635,Sudeste
50.0,7,10.3881107269776,Sudeste
256.90993389031644,4,11.707109497931219,Nordeste
223.51376703640597,6,9.041171893800215,Sudeste
237.42113683732782,7,10.606069171623199,Sul
163.50095107146768,9,12.365888615009869,Sudeste
130.1578778835492,5,2.4918691225438274,Centro-Oeste
325.415060188295,2,10.94761970182238,Sul
239.12971393390941,3,10.21855130874744,Centro-Oeste
139.85137526742648,3,5.679189572118236,Norte
117.8740491384194,9,11.719890488941793,Centro-Oeste
144.47442300833342,8,9.148841411678728,Norte
248.91062364969775,8,8.944970424188142,Centro-Oeste
221.03694223675916,9,5.238874237177164,Centro-Oeste
217.4287730784408,4,10.109366669668832,Sudeste
194.7627139126977,5,6.814306607080813,Centro-Oeste
290.4170039185217,6,6.266788368182388,Centro-Oeste
184.25752160801377,6,11.660936720745632,Sudeste
169.97295699886723,3,10.516748553638442,Norte
209.9701745310769,5,7.442869579971004,Norte
124.89659158112214,8,14.477700523710366,Sul
177.82635052866698,9,5.810988051712757,Centro-Oeste
207.22627045694705,4,12.290830719694672,Nordeste
265.42397127268237,4,8.517927764725437,Nordeste
168.7338883449309,7,12.33108958039756,Centro-Oeste
260.9341287448556,3,4.823245349530055,Sul
226.59454043654605,4,2.573651183877919,Sul
218.96723799855914,8,13.008374965793468,Norte
206.08493734792754,8,14.701579313855975,Norte
265.8774125143848,1,5.318983386016331,Centro-Oeste
224.49911866916386,2,11.576198866837236,Nordeste
169.83102986157314,8,4.668945114944791,Sul
228.78848482144872,2,10.855965126629288,Sul
204.55461223970647,7,10.768891968118453,Sudeste
165.06047640880843,5,9.081381170217753,Norte
299.09211178442905,9,8.040757625637262,Sul
247.55423458742268,2,9.193286591075179,Centro-Oeste
132.7479636357239,6,13.568225399737255,Centro-Oeste
246.19316400282113,9,5.960873059018341,Sudeste
162.15021349101164,5,6.2326899931217055,Sul
193.10464047540577,8,2.2877195399321093,Norte
192.42140644898478,7,4.430225962979253,Centro-Oeste
216.6130606044124,3,9.004490520407098,Norte
192.5155017640348,6,2.92501921680239,Sul
243.6013978064013,6,6.735734325748506,Sudeste
183.62388695939833,5,10.487865881235724,Sul
247.72914276734778,1,10.99307287441745,Sul
306.94739741708736,5,5.964394973280561,Centro-Oeste
186.7897011074999,3,3.460069030215905,Norte
135.68010936400438,1,9.111290367918187,Nordeste
195.88040213731017,6,10.952322577191907,Norte
262.9046987817381,5,3.203283159145026,Sudeste
178.93136543545185,2,11.754102606862292,Sudeste
211.07374191157243,4,13.061964507739356,Nordeste
209.78068057254166,2,13.847480996105485,Sul
255.36055435040063,8,10.266260449808936,Sudeste
216.38923507212218,1,12.842411381640863,Nordeste
232.9349274662181,5,12.553239406597374,Centro-Oeste
257.98798840480384,5,7.325189603289617,Sudeste
183.7995037423625,7,12.801024665882531,Norte
159.63735894942891,4,2.733012022758414,Nordeste
189.7138377504569,6,13.679347288594503,Sul
267.8023425593189,9,12.163191853152586,Norte
244.5618826829879,6,11.412763176413431,Nordeste
143.26345712979753,8,2.175511701116563,Sudeste
190.7701736990302,9,14.365260808789456,Sul
203.8673316716648,3,12.868006726053792,Nordeste
105.65219888482565,2,14.97063304643909,Nordeste
294.91923493329546,9,10.334214017445007,Norte
195.1061375777138,6,6.020212336032275,Centro-Oeste
211.87139360900818,7,12.435852896892127,Centro-Oeste
180.40932174675413,4,13.412892374607221,Nordeste
133.64193565211156,9,4.478312619590869,Sul
184.3008771311209,9,5.137138739135297,Sul
196.6522398273397,5,12.990590094663643,Sudeste
277.9568508267754,6,3.567484878223566,Norte
179.12885931414536,2,5.445664693900429,Sul
238.89322644428614,5,11.020121024914024,Sudeste
182.9151173424601,5,13.673864173925041,Centro-Oeste
102.51537012841722,5,10.296755000286321,Norte
187.9997052498325,1,7.396254026154482,Nordeste
173.86388486433216,1,3.1128747679113022,Nordeste
175.93045348105068,5,2.7729476868591902,Norte
190.22228700399347,1,3.262074386241295,Norte
201.2631269067754,1,3.88135688376941,Sudeste
209.20106975636998,4,7.833380682225408,Centro-Oeste
314.5473899953905,9,10.225821007615314,Centro-Oeste
173.9532464865117,1,7.579361139367531,Sul
151.93575954631203,9,13.468358689418475,Nordeste
273.15381815653575,7,3.578070377032814,Sul
211.7405853502238,4,12.356673046465442,Sudeste
198.55231565483825,4,9.13235722295113,Centro-Oeste
238.68390761080195,9,3.275846008521411,Sul
179.22593068037645,3,9.133930333246958,Sul
229.16992000676106,2,9.709910757272297,Centro-Oeste
248.48108082491885,8,9.193934806641993,Norte
228.5767514177323,2,6.642748806660732,Sudeste
181.13794059162063,7,14.674977810425272,Nordeste
193.47689718622425,6,14.253911544307135,Centro-Oeste
209.6894400971414,8,9.71107637632032,Centro-Oeste
160.1188599983974,1,14.259349964577316,Sudeste
174.3577573136693,6,9.605395295138248,Sul
200.97971449802378,6,10.765865885343736,Sudeste
148.66982688841395,8,7.741778463786858,Nordeste
171.8771355677692,2,12.794036943837014,Sul
239.81294970181742,6,5.367918878644694,Sudeste
224.64623615038403,3,4.187316372367359,Norte
257.1400830315556,7,14.469719010375078,Sudeste
185.42806097510663,5,5.930567418051195,Centro-Oeste
246.8263465387842,4,13.747770456169318,Sudeste
176.93704361085113,3,8.165921146496096,Nordeste
176.1880232944914,9,12.045892213997313,Norte
217.9591520064595,2,14.911585660593719,Norte
213.19740076356982,9,2.12799142405367,Sul
178.50114804831276,4,4.366478865156866,Centro-Oeste
228.74104255061417,2,4.249355179868694,Centro-Oeste
225.0440139846742,9,2.724869418411483,Centro-Oeste
189.7322440777743,6,3.5230749583124075,Norte
251.3935168330601,3,8.324591437582848,Norte
188.88159015100996,3,14.826750292360586,Sudeste
277.7235621820344,9,4.263878336849972,Nordeste
184.28525547013848,1,3.2640022555467616,Nordeste
212.57357587783983,3,11.977490564765386,Sul
178.07876184822575,1,11.869409503786468,Nordeste
229.4134968844585,2,3.451737565116091,Centro-Oeste
212.08027392657914,9,12.288285602283889,Nordeste
169.32775502589433,5,5.747740413012755,Sul
186.8407820170253,9,4.087576109186491,Nordeste
195.22538212786185,1,14.606893024159575,Centro-Oeste
230.0609911074461,9,8.52769971456664,Centro-Oeste
196.83441076679557,1,12.022163221555303,Sul
207.64677655622117,3,2.015149471167828,Norte
